trial_index,test_size,window_size,batch_size,d_model,n_head,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
30,16,28,64,512,32,5,943,5.909849327807598e-05,404.8952723625071,25.209416249860805,206056.49143814133,453.9344572051579,-2.344495611275196,7.44319,2025-11-21T11:55:24
31,20,24,32,1024,4,1,1078,5.4209238079845845e-05,434.95463470669586,25.5117817584883,315960.85737946525,562.1039560254537,-2.7337968857499195,2.837478,2025-11-21T11:55:32
32,20,24,32,1024,4,1,715,4.850879822512396e-05,300.30388663391915,17.374480164684876,179097.4055367352,423.1990141017996,-1.1164436018599466,1.840268,2025-11-21T11:55:36
33,16,28,64,512,16,7,606,3.0449376991713135e-05,350.55256436422655,21.71621579591277,155322.00263722494,394.10912529047704,-1.5210259212368493,6.433534,2025-11-21T11:55:39
34,20,24,32,1024,4,1,591,4.229043515485243e-05,331.138516432849,19.60252701934098,219908.23719520788,468.94374630141715,-1.59871649292336,1.669139,2025-11-21T11:55:46
35,20,24,32,1024,4,1,652,5.372820844964164e-05,336.26377536077035,19.827067277608784,220053.97162081528,469.09910639524276,-1.6004386769590426,1.774626,2025-11-21T11:55:49
36,20,24,32,1024,4,1,683,4.1613638002357253e-05,347.57417927464587,20.52572424452679,236233.29558195366,486.0383684257382,-1.7916342254224569,1.790974,2025-11-21T11:55:51
37,24,24,64,1024,4,10,300,1e-05,1148.7305930390132,64.28859480322568,1407286.136845385,1186.2909157729334,-9.919241599591723,5.949456,2025-11-21T11:55:54
38,20,24,32,1024,4,1,650,7.129946886647005e-05,321.1050976052735,18.871839283926892,201060.49920368753,448.39770204996313,-1.3759875574474973,1.672809,2025-11-21T11:56:01
39,16,28,64,512,32,7,682,2.7221623285677664e-05,374.8750130946953,23.27194044261155,174974.13683473688,418.299099729771,-1.8399990150571002,7.048581,2025-11-21T11:56:04
40,24,24,64,1024,32,1,300,0.01,1233.6956300670079,69.46986510955085,1650321.7678979367,1284.6484997453338,-11.804973792421256,0.820427,2025-11-21T11:56:12
41,20,24,32,1024,4,1,625,6.920843306648363e-05,375.16662811489897,22.170547302813155,263107.6906334331,512.940240801434,-2.109216388548175,1.66978,2025-11-21T11:56:14
42,20,24,32,1024,4,1,668,3.832221973708938e-05,319.780024363086,18.793329923958325,206892.81988872102,454.8547239380075,-1.4449097049283144,1.820038,2025-11-21T11:56:17
43,20,24,32,1024,4,1,669,2.891148789888418e-05,314.7109020486329,18.427221931529232,201888.9600692237,449.3205538023202,-1.385777708750922,1.863023,2025-11-21T11:56:21
44,20,24,32,1024,4,1,668,2.489984553787322e-05,307.2024914041016,18.00407236465416,196682.14555186115,443.48860814214964,-1.3242473407463269,1.909836,2025-11-21T11:56:24
45,20,24,32,1024,4,1,648,1.9076163998556185e-05,316.5890819802735,18.578603809119414,204272.27774475366,451.96490764743413,-1.4139420332449495,1.775169,2025-11-21T11:56:27
46,20,24,32,1024,4,1,674,2.2157836942901574e-05,367.81964083928597,21.84109721519633,264146.4334550981,513.9517812549132,-2.1214914999173335,2.034738,2025-11-21T11:56:30
47,20,24,32,1024,4,1,663,3.0187954471394757e-05,345.7104829855833,20.45392217391708,234134.51702135894,483.87448478025675,-1.7668323783885511,2.054001,2025-11-21T11:56:33
48,20,28,64,512,32,1,472,1e-05,530.4813022173837,30.485205488247036,379783.21952731116,616.2655430310144,-3.488003400459543,1.188191,2025-11-21T11:56:37
49,16,28,64,256,32,6,649,1.920494172784288e-05,366.6487633998711,22.983655467476922,180737.93336560094,425.1328420218802,-1.9335509923193404,7.406085,2025-11-21T11:56:39
50,20,24,32,1024,4,1,679,3.269643725981016e-05,354.3260957785521,20.9744730793362,247350.1031027182,497.34304368586294,-1.9230046161878596,2.082865,2025-11-21T11:56:48
