seed,deleted_samples,window_size,test_size,hidden_size,num_layers,epoch_number,Target,LR,MAE,MAPE,MSE,RMSE,r2
1048596,0,8,4,32,2,1000,SE,0.01,2426.8058005421876,591.3840942683397,5926710.169087847,2434.4835528480876,-56.038323094282724
1048596,0,8,4,32,2,1000,SE,0.001,3261.680373296094,757.450783650057,10827741.92813815,3290.553437970298,-103.20557524474106
1048596,0,8,4,32,2,1000,NAE,0.01,964.6807262851562,91.5873027278565,1091416.7855841152,1044.7089477859922,-0.16573613401077214
1048596,0,8,4,32,2,1000,NAE,0.001,1235.0044567539062,133.76609160320805,1962183.1123925424,1400.7794660090296,-1.0957967532426398
1048596,0,8,4,32,2,1000,NAW,0.01,1692.5267998320314,37.63793510504524,5420684.969309894,2328.236450472738,-0.893033451993156
1048596,0,8,4,32,2,1000,NAW,0.001,1565.809880886719,37.40727552240659,4495999.214277886,2120.3771396329207,-0.5701109658557646
1048596,0,8,4,32,2,1000,SAE,0.01,387.34173102343743,10.483414050599755,215402.68279342115,464.1149456690887,-0.3946024460926836
1048596,0,8,4,32,2,1000,SAE,0.001,1082.8658333164065,33.689423200635396,1691461.8381049316,1300.5621238929464,-9.951195158306593
1048596,0,8,4,32,2,1000,SAW,0.01,1051.192150901172,118.92015052098456,1114920.56449299,1055.8979896244666,-198.59530418283708
1048596,0,8,4,32,2,1000,SAW,0.001,1180.4382751687501,132.20566978198752,1509128.3573250119,1228.4658551726263,-269.16716986309103
1048596,0,8,4,32,2,1000,XSICFEUW Index  (R4),0.01,530.7330932617188,11.773308906313423,326241.1982694417,571.1752780622089,-4.0170499453213955
1048596,0,8,4,32,2,1000,XSICFEUW Index  (R4),0.001,615.644287109375,13.675616667706214,415551.5255547762,644.6328610571883,-5.390495037481276
1048596,0,8,4,32,2,1000,XSICFENE Index  (R1),0.01,583.975341796875,11.594428986941647,355341.4096184969,596.1052001270388,-1547.3285822156727
1048596,0,8,4,32,2,1000,XSICFENE Index  (R1),0.001,876.2637939453125,17.412302864583783,905134.0055921674,951.385308690526,-3942.939022188093
1048596,0,8,4,32,2,1000,XSICFESE Index  (L4),0.01,821.7421875,14.582612185038204,910237.4405254126,954.0636459510511,-17.173308985962535
1048596,0,8,4,32,2,1000,XSICFESE Index  (L4),0.001,400.171630859375,6.877871226355283,176113.0873168707,419.65829828191255,-2.516178757087652
1048596,0,8,4,32,2,1000,XSICNEFE Index  (R2),0.01,129.80828094482422,37.92200331037488,18452.33394682058,135.83936817734607,-24602.11192909411
1048596,0,8,4,32,2,1000,XSICNEFE Index  (R2),0.001,177.8167953491211,51.98714122567293,54484.249292792054,233.41861385243476,-72644.66572372273
1048596,0,8,4,32,2,1000,XSICNESE Index  (L2),0.01,142.9480743408203,25.052074160406423,22264.727836319245,149.21369855452028,-11131.363918159623
1048596,0,8,4,32,2,1000,XSICNESE Index  (L2),0.001,196.06500244140625,34.37343619465998,45667.49260603823,213.6995381512048,-22832.746303019114
1048596,0,8,4,32,2,1000,XSICUENE Index  (R1),0.01,10.879058837890625,1.8830607910523545,135.32794650271535,11.633054048817764,-79.19433866827576
1048596,0,8,4,32,2,1000,XSICUENE Index  (R1),0.001,6.24884033203125,1.0840185058373375,57.59414906799793,7.589080910624022,-33.12986611436914
1048596,0,8,4,32,3,500,NE,0.01,761.61763225,43.59785591273154,985110.4431851594,992.5273009772372,-0.38634632484866716
1048596,0,8,4,32,3,500,NE,0.001,724.6387504140625,41.089954187066866,864050.1359525566,929.5429715470698,-0.21597810555102237
1048596,0,8,4,32,3,500,SE,0.01,1970.7885886281251,497.6410957427518,3939314.378630236,1984.7706110858846,-36.911738534170006
1048596,0,8,4,32,3,500,SE,0.001,4386.439955815626,1039.9522108470985,19401075.621395107,4404.665211045569,-185.71485328260258
1048596,0,8,4,32,3,500,NAE,0.01,1312.67041134375,138.4836437063734,2056332.2721382177,1433.9917266630996,-1.1963569415702797
1048596,0,8,4,32,3,500,NAE,0.001,1128.8023083164062,114.12705338358646,1447436.4415220423,1203.0945272596175,-0.545998727390997
1048596,0,8,4,32,3,500,NAW,0.01,1691.905328826172,40.59528536524021,5064595.734476624,2250.4656705838956,-0.7686785342566536
1048596,0,8,4,32,3,500,NAW,0.001,1658.6302433769533,44.401166396887334,4423216.372665968,2103.144401287265,-0.5446934485710402
1048596,0,8,4,32,3,500,SAE,0.01,379.7849072929687,11.069053950400162,156648.11352077537,395.7879653561682,-0.014202049198200672
1048596,0,8,4,32,3,500,SAE,0.001,458.0363262421872,12.072222943898089,393614.7447629917,627.3872366911776,-1.5484180547141317
1048596,0,8,4,32,3,500,SAW,0.01,1797.5858581765626,202.9563809094105,3236960.008693781,1799.1553597990867,-578.4870398293532
1048596,0,8,4,32,3,500,SAW,0.001,645.6188171609374,73.01774722265986,422194.9315072392,649.7652895524961,-74.58217909179959
1048596,0,8,4,32,3,500,XSICFEUW Index  (R4),0.01,1095.3577270507812,24.00585684611047,1553140.43342413,1246.2505500195898,-22.884730585594028
1048596,0,8,4,32,3,500,XSICFEUW Index  (R4),0.001,370.00213623046875,8.145908842464749,165262.45267303288,406.5248487768403,-1.5414631369216072
1048596,0,8,4,32,3,500,XSICFENE Index  (R1),0.01,2112.4674072265625,41.96143890789518,4536537.990712702,2129.915019598834,-19766.050068464934
1048596,0,8,4,32,3,500,XSICFENE Index  (R1),0.001,400.298095703125,7.96149798470155,252668.27213966846,502.6611902063541,-1099.9510768613004
1048596,0,8,4,32,3,500,XSICFESE Index  (L4),0.01,264.48095703125,4.524656087444642,82653.08605515957,287.49449743457626,-0.6502068632298039
1048596,0,8,4,32,3,500,XSICFESE Index  (L4),0.001,738.9862060546875,12.767027377436582,558371.5859680772,747.2426553456897,-10.1481454277715
1048596,0,8,4,32,3,500,XSICNEFE Index  (R2),0.01,244.0674285888672,71.26214800279156,59571.30784646515,244.07234142045908,-79427.41046195354
1048596,0,8,4,32,3,500,XSICNEFE Index  (R2),0.001,104.57173919677734,30.573285804643735,19993.82026357879,141.3995058816642,-26657.427018105052
1048596,0,8,4,32,3,500,XSICNESE Index  (L2),0.01,47.665008544921875,8.346611321937866,2278.7468612901866,47.73622169055891,-1138.3734306450933
1048596,0,8,4,32,3,500,XSICNESE Index  (L2),0.001,179.10426330566406,31.405160335150228,40586.84488133434,201.46177027251187,-20292.42244066717
1048596,0,8,4,32,3,500,XSICUENE Index  (R1),0.01,15.162826538085938,2.6263278934208456,233.51245631743222,15.281114367657622,-137.3777518918117
1048596,0,8,4,32,3,500,XSICUENE Index  (R1),0.001,11.785659790039062,2.040724034522446,145.72867140639573,12.071813095239493,-85.35773120379007
1048596,0,8,4,32,3,1000,NE,0.01,761.61763225,43.59201118601352,984661.8867255471,992.3013084368815,-0.38571507116176096
1048596,0,8,4,32,3,1000,NE,0.001,1018.2191058828124,34.210632289793466,1368509.888514964,1169.8332738108297,-0.9259045192206741
1048596,0,8,4,32,3,1000,SE,0.01,3666.9974509328126,904.0689460926963,13550760.656091584,3681.1357834358114,-129.4117533040091
1048596,0,8,4,32,3,1000,SE,0.001,3667.150405034375,878.4012269389791,13717886.0546814,3703.7664687020156,-131.02015867732158
1048596,0,8,4,32,3,1000,NAE,0.01,1311.7462170078124,138.35454625460585,2052423.238088286,1432.628087847047,-1.192181724273576
1048596,0,8,4,32,3,1000,NAE,0.001,1418.52002071875,163.14807120859626,2901147.8205038304,1703.2756149560266,-2.098699680212372
1048596,0,8,4,32,3,1000,NAW,0.01,1691.7643376152346,44.49013494222698,4625085.0532141775,2150.6010911403764,-0.6151908427843273
1048596,0,8,4,32,3,1000,NAW,0.001,1193.9246769707033,38.214411411195314,1971447.998722197,1404.0826181967345,0.3115229843505918
1048596,0,8,4,32,3,1000,SAE,0.01,385.5225781914062,10.114231356760655,270336.82366767596,519.9392499779912,-0.7502678734852886
1048596,0,8,4,32,3,1000,SAE,0.001,617.624256167969,19.38169165539235,567884.2267253079,753.5809357496432,-2.6767078358448146
1048596,0,8,4,32,3,1000,SAW,0.01,498.60767824492183,56.83015378899161,254195.1144873185,504.17766163061856,-44.50651661982725
1048596,0,8,4,32,3,1000,SAW,0.001,696.4112671121093,78.5697298036525,491669.41517975315,701.1914254893261,-87.01963978916048
1048596,0,8,4,32,3,1000,XSICFEUW Index  (R4),0.01,219.7529296875,5.350682731361167,123525.63954782486,351.46214525582246,-0.8996199941227785
1048596,0,8,4,32,3,1000,XSICFEUW Index  (R4),0.001,582.4181518554688,12.804930596507912,414003.6602139324,643.4311619854391,-5.366691429093253
1048596,0,8,4,32,3,1000,XSICFENE Index  (R1),0.01,797.7426147460938,15.858939450952715,913076.3845088631,955.5503045412435,-3977.546337729251
1048596,0,8,4,32,3,1000,XSICFENE Index  (R1),0.001,246.8828125,4.911860698864855,95358.8042114973,308.8022088837729,-414.506772163387
1048596,0,8,4,32,3,1000,XSICFESE Index  (L4),0.01,863.9703369140625,15.155286500462072,792112.3292779326,890.006926533683,-14.814886831340434
1048596,0,8,4,32,3,1000,XSICFESE Index  (L4),0.001,881.9534912109375,15.319343972415655,781773.5232701898,884.179576370202,-14.608467816081973
1048596,0,8,4,32,3,1000,XSICNEFE Index  (R2),0.01,108.22967529296875,31.62346079481486,14418.92387368856,120.0788235855455,-19224.231831584748
1048596,0,8,4,32,3,1000,XSICNEFE Index  (R2),0.001,53.96186065673828,15.775499910655256,5136.968666353496,71.67264936050219,-6848.291555137995
1048596,0,8,4,32,3,1000,XSICNESE Index  (L2),0.01,24.4417724609375,4.276091000326879,717.4918395746499,26.786038146292743,-357.74591978732497
1048596,0,8,4,32,3,1000,XSICNESE Index  (L2),0.001,107.00456237792969,18.7640754827896,14835.746143353172,121.80207774645378,-7416.873071676586
1048596,0,8,4,32,3,1000,XSICUENE Index  (R1),0.01,5.187255859375,0.8977062213289947,48.98996906541288,6.999283467999627,-28.03109277950393
1048596,0,8,4,32,3,1000,XSICUENE Index  (R1),0.001,2.891265869140625,0.5004002269953197,9.858971485868096,3.1398999165368466,-4.84235347310702
1048596,0,8,4,64,2,500,NE,0.01,1515.3851968652343,50.67800110821249,2999661.351249215,1731.9530453361647,-3.2214246319925577
1048596,0,8,4,64,2,500,NE,0.001,1240.5166217519532,40.37316346663109,2102088.5099344365,1449.858099930623,-1.9582700096363368
1048596,0,8,4,64,2,500,SE,0.01,2366.1593161671876,596.7698829684665,5686889.431541456,2384.7199901752524,-53.73030189489522
1048596,0,8,4,64,2,500,SE,0.001,3357.4120017140626,769.804913103052,11501640.317529365,3391.406834564288,-109.69113518780955
1048596,0,8,4,64,2,500,NAE,0.01,1017.3353283359374,97.65589480163686,1160163.596461838,1077.1089065000986,-0.23916421629491635
1048596,0,8,4,64,2,500,NAE,0.001,1439.9951794101562,153.41748651126443,2654700.2193691735,1629.3250809366355,-1.8354703826812853
1048596,0,8,4,64,2,500,NAW,0.01,1815.3673149687502,46.28112714257372,5508693.968070369,2347.0607082200427,-0.9237683092433484
1048596,0,8,4,64,2,500,NAW,0.001,1482.869165496094,40.03914970824734,3609922.8475346896,1899.9796966111742,-0.2606718059041815
1048596,0,8,4,64,2,500,SAE,0.01,375.7166699882812,10.917163060610905,152305.75334945053,390.2636971964604,0.013912113718483443
1048596,0,8,4,64,2,500,SAE,0.001,1307.7351570468752,40.76689211542557,2414253.0795353916,1553.7866904872726,-14.630832478701535
1048596,0,8,4,64,2,500,SAW,0.01,375.74110109648433,43.121083331953756,148638.28262793063,385.5363570766454,-25.60952195085541
1048596,0,8,4,64,2,500,SAW,0.001,1031.8682678445311,114.92818003524317,1386469.259962832,1177.4842928730864,-247.20849349772166
1048596,0,8,4,64,2,500,XSICFEUW Index  (R4),0.01,1016.6393432617188,22.442841503458315,1209292.5181569904,1099.678370323337,-17.596918458735907
1048596,0,8,4,64,2,500,XSICFEUW Index  (R4),0.001,580.235107421875,12.731052912051844,425989.3882434666,652.6786255451198,-5.551012098813048
1048596,0,8,4,64,2,500,XSICFENE Index  (R1),0.01,1202.94921875,23.887424466518798,1456449.3043776453,1206.8344146475295,-6345.184332800197
1048596,0,8,4,64,2,500,XSICFENE Index  (R1),0.001,206.1536865234375,4.099224400424122,95226.02705436945,308.58714661237826,-413.9282224591261
1048596,0,8,4,64,2,500,XSICFESE Index  (L4),0.01,1629.0826416015625,28.468807722826238,2723712.423400253,1650.3673601353892,-53.38017077256852
1048596,0,8,4,64,2,500,XSICFESE Index  (L4),0.001,649.5797119140625,11.36074408081105,436934.0288460851,661.0098553320405,-7.723588768352451
1048596,0,8,4,64,2,500,XSICNEFE Index  (R2),0.01,146.83309173583984,42.90717121177703,27602.02055184939,166.13855829352013,-36801.69406913252
1048596,0,8,4,64,2,500,XSICNEFE Index  (R2),0.001,288.61100006103516,84.35435307426353,109966.36952995253,331.6117753185983,-146620.8260399367
1048596,0,8,4,64,2,500,XSICNESE Index  (L2),0.01,40.369468688964844,7.072662992217067,1961.2557926869486,44.286067704041514,-979.6278963434743
1048596,0,8,4,64,2,500,XSICNESE Index  (L2),0.001,323.0128173828125,56.6396358116246,132592.45700217038,364.1324717766467,-66295.22850108519
1048596,0,8,4,64,2,500,XSICUENE Index  (R1),0.01,29.376571655273438,5.087803167598811,882.3971118712798,29.705169783579418,-521.9019922200176
1048596,0,8,4,64,2,500,XSICUENE Index  (R1),0.001,9.726577758789062,1.6848890001260552,99.75510257203132,9.987747622563925,-58.11413485750004
1048596,0,8,4,64,2,1000,NE,0.01,2106.0531656152343,76.17785694932375,5120273.105113185,2262.8020472664384,-6.205762410297505
1048596,0,8,4,64,2,1000,NE,0.001,1285.404286546875,41.77173865537835,2274093.781211041,1508.0098743745152,-2.20033309742364
1048596,0,8,4,64,2,1000,SE,0.01,2374.0946189015626,588.3811351222864,5680774.838196577,2383.4376094617155,-53.67145539475516
1048596,0,8,4,64,2,1000,SE,0.001,2978.9041892140626,671.5904260885726,9281360.808793718,3046.5325878437143,-88.3232909089708
1048596,0,8,4,64,2,1000,NAE,0.01,969.5685436679687,91.30631610194915,1081528.2652247758,1039.9655115554438,-0.15517426099668463
1048596,0,8,4,64,2,1000,NAE,0.001,1372.7527477695312,145.87891636552123,2330231.4697056087,1526.509570787425,-1.4889071349503276
1048596,0,8,4,64,2,1000,NAW,0.01,1718.946344451172,48.09211820729145,4517829.148314785,2125.518559861284,-0.5777345034014107
1048596,0,8,4,64,2,1000,NAW,0.001,1491.4075871269533,39.15558825525965,3785351.7418783214,1945.5980422169225,-0.3219357914187182
1048596,0,8,4,64,2,1000,SAE,0.01,385.21465582812493,10.999640983666257,162170.03694652254,402.703410646747,-0.04995317270704258
1048596,0,8,4,64,2,1000,SAE,0.001,1372.112049136719,42.977383658384696,2755685.8770373366,1660.0258663759842,-16.841403899620826
1048596,0,8,4,64,2,1000,SAW,0.01,531.5805176003905,60.66176924054621,290243.3227730434,538.7423528673455,-50.959938798211304
1048596,0,8,4,64,2,1000,SAW,0.001,1271.1097839578126,141.5723454634791,1908018.0172517854,1381.310253799553,-340.57719273290724
1048596,0,8,4,64,2,1000,XSICFEUW Index  (R4),0.01,651.6036376953125,14.300809242960034,534130.704430908,730.8424621154055,-7.214046649149315
1048596,0,8,4,64,2,1000,XSICFEUW Index  (R4),0.001,481.44964599609375,10.552741501273866,299809.45585532486,547.5485876662681,-3.610573471666549
1048596,0,8,4,64,2,1000,XSICFENE Index  (R1),0.01,1772.8673095703125,35.20646933402453,3188460.7706186473,1785.6261564556696,-13892.075253240293
1048596,0,8,4,64,2,1000,XSICFENE Index  (R1),0.001,226.0972900390625,4.491015587417811,59232.10335761309,243.37646426393223,-257.0919536279437
1048596,0,8,4,64,2,1000,XSICFESE Index  (L4),0.01,1704.1979370117188,29.907297457520144,3128284.642916873,1768.6957462822352,-61.457641139166704
1048596,0,8,4,64,2,1000,XSICFESE Index  (L4),0.001,183.8153076171875,3.2222702589734635,49786.07230550051,223.12792811636223,0.0059981770437042
1048596,0,8,4,64,2,1000,XSICNEFE Index  (R2),0.01,200.39925384521484,58.56151195605499,48941.299932096386,221.22680654047417,-65254.06657612851
1048596,0,8,4,64,2,1000,XSICNEFE Index  (R2),0.001,157.37581634521484,46.00602747485149,40083.67430207622,200.2090764727619,-53443.89906943496
1048596,0,8,4,64,2,1000,XSICNESE Index  (L2),0.01,53.26148986816406,9.340038279827068,3721.535802164115,61.004391662929606,-1859.7679010820575
1048596,0,8,4,64,2,1000,XSICNESE Index  (L2),0.001,328.4051208496094,57.57789422387341,131294.53614537232,362.3458791615717,-65646.26807268616
1048596,0,8,4,64,2,1000,XSICUENE Index  (R1),0.01,32.006500244140625,5.543589390398453,1032.460743451491,32.131927166783676,-610.8285887119947
1048596,0,8,4,64,2,1000,XSICUENE Index  (R1),0.001,7.1207427978515625,1.2352585681348847,74.50534761045128,8.631648024013218,-43.15131710248965
1048596,0,8,4,64,3,500,NE,0.01,1073.1668903066407,36.51215746034268,1509682.8326639975,1228.6915124082193,-1.1245772605797795
1048596,0,8,4,64,3,500,NE,0.001,713.4102347890625,39.76344359439067,793830.9298793451,890.9719018461498,-0.11715858846354532
1048596,0,8,4,64,3,500,SE,0.01,3710.736830815625,914.3216031325253,13873511.019050892,3724.7162333593806,-132.51788452285749
1048596,0,8,4,64,3,500,SE,0.001,3740.940138921094,865.7322381327002,14123626.829469008,3758.1414062630756,-134.9249849206508
1048596,0,8,4,64,3,500,NAE,0.01,1274.9489147617187,133.15077983979222,1901012.154795243,1378.7719734587163,-1.0304603972647088
1048596,0,8,4,64,3,500,NAE,0.001,1195.5357677890624,130.91806224365018,1802938.0966192866,1342.735304004213,-0.9257080469848848
1048596,0,8,4,64,3,500,NAW,0.01,1691.7994633476565,63.73695041764557,3173395.3576925592,1781.4026377247114,-0.10822591656282787
1048596,0,8,4,64,3,500,NAW,0.001,1682.6155644218752,48.84146412606105,4140309.322455596,2034.775005364376,-0.44589550829503066
1048596,0,8,4,64,3,500,SAE,0.01,379.79790778124993,10.187690021010654,221314.4034605563,470.44064818057154,-0.43287727162449996
1048596,0,8,4,64,3,500,SAE,0.001,510.8825635429687,14.779535850790024,298363.4523106634,546.2265576760832,-0.9317233890543608
1048596,0,8,4,64,3,500,SAW,0.01,1659.6471374734376,187.43686684558392,2760013.6078380924,1661.3288680565604,-493.10314344298496
1048596,0,8,4,64,3,500,SAW,0.001,604.7183960183593,68.62711103336596,370408.3405736926,608.6118143559921,-65.31124024722473
1048596,0,8,4,64,3,500,XSICFEUW Index  (R4),0.01,298.200927734375,6.958807162919965,118152.16933369637,343.7327004137028,-0.8169849112853431
1048596,0,8,4,64,3,500,XSICFEUW Index  (R4),0.001,562.22412109375,12.268051957803616,424378.2664821446,651.4432181565363,-5.526235711319917
1048596,0,8,4,64,3,500,XSICFENE Index  (R1),0.01,1880.3021850585938,37.34888902124459,3571670.762741223,1889.8864417581347,-15561.835567499882
1048596,0,8,4,64,3,500,XSICFENE Index  (R1),0.001,264.1141357421875,5.24178260051292,84999.8591979146,291.5473532685807,-369.3697568536584
1048596,0,8,4,64,3,500,XSICFESE Index  (L4),0.01,615.53955078125,10.843812957263205,427823.89965593815,654.0824868897945,-7.541700850647143
1048596,0,8,4,64,3,500,XSICFESE Index  (L4),0.001,522.1966552734375,9.062951285443903,274590.3212903142,524.0136651751691,-4.482322008731179
1048596,0,8,4,64,3,500,XSICNEFE Index  (R2),0.01,258.7933044433594,75.56144183109718,66978.51015934534,258.8020675329804,-89303.68021246046
1048596,0,8,4,64,3,500,XSICNEFE Index  (R2),0.001,77.41355895996094,22.631495063456974,10529.811867966782,102.6148715731145,-14038.749157289043
1048596,0,8,4,64,3,500,XSICNESE Index  (L2),0.01,52.23487854003906,9.164874960556975,5525.7274414608255,74.33523687633493,-2761.8637207304128
1048596,0,8,4,64,3,500,XSICNESE Index  (L2),0.001,233.1729736328125,40.881312191398436,66236.81970700063,257.365148586596,-33117.409853500314
1048596,0,8,4,64,3,500,XSICUENE Index  (R1),0.01,30.140213012695312,5.221876010977991,910.0996002266183,30.167857070508312,-538.3182816157738
1048596,0,8,4,64,3,500,XSICUENE Index  (R1),0.001,22.841964721679688,3.956880939335003,522.1120329843834,22.84977096131126,-308.39972325000497
1048596,0,8,4,64,3,1000,NE,0.01,2484.5405008203124,92.0516550339541,6883521.840444706,2623.6466683691815,-8.687183068185565
1048596,0,8,4,64,3,1000,NE,0.001,703.355181078125,39.600968719282456,796001.7869892042,892.1893223913881,-0.12021363655164996
1048596,0,8,4,64,3,1000,SE,0.01,3647.76588355,899.5554199103342,13410026.680233411,3661.970327601442,-128.0573374887716
1048596,0,8,4,64,3,1000,SE,0.001,3248.1317282765626,772.6435781422687,10623219.961849064,3259.328145776222,-101.23726742130141
1048596,0,8,4,64,3,1000,NAE,0.01,1305.6724865390624,137.40500768308993,2024704.2425252153,1422.9210246971597,-1.1625752209165086
1048596,0,8,4,64,3,1000,NAE,0.001,942.629639859375,87.38017146251953,1044585.4540605821,1022.0496338537489,-0.11571585204158596
1048596,0,8,4,64,3,1000,NAW,0.01,1692.6990605156252,64.08873312927341,3162706.5789970006,1778.400005341037,-0.10449313818773254
1048596,0,8,4,64,3,1000,NAW,0.001,1729.1339970390627,47.53557140681915,4629684.734039614,2151.670219629303,-0.6167971618603005
1048596,0,8,4,64,3,1000,SAE,0.01,1165.6948749296878,35.243694248355546,1513498.534739445,1230.243282745102,-8.798990111602215
1048596,0,8,4,64,3,1000,SAE,0.001,466.08819098437493,12.780338460546433,304981.0420485939,552.2508868699026,-0.9745682910586995
1048596,0,8,4,64,3,1000,SAW,0.01,1833.5789612039064,207.00257951242068,3367595.0379900862,1835.1008250202729,-601.8735834448502
1048596,0,8,4,64,3,1000,SAW,0.001,512.4134643777343,57.93545233553867,267925.505316064,517.6152097031771,-46.96455858379348
1048596,0,8,4,64,3,1000,XSICFEUW Index  (R4),0.01,1539.980224609375,33.96645299729667,2811258.209530592,1676.6807118621578,-42.23250074247564
1048596,0,8,4,64,3,1000,XSICFEUW Index  (R4),0.001,625.2466430664062,13.717724450766164,488473.2086632103,698.9085839100921,-6.511909893092974
1048596,0,8,4,64,3,1000,XSICFENE Index  (R1),0.01,214.3724365234375,4.264340125651232,60978.71994715929,246.93869673900704,-264.702483429888
1048596,0,8,4,64,3,1000,XSICFENE Index  (R1),0.001,246.35107421875,4.901361890873104,95847.83575952053,309.59301632872877,-416.6376285817888
1048596,0,8,4,64,3,1000,XSICFESE Index  (L4),0.01,3073.4217529296875,53.404255722688546,9452564.41725558,3074.502303992563,-187.72479445071187
1048596,0,8,4,64,3,1000,XSICFESE Index  (L4),0.001,676.4400634765625,11.832384556387755,477608.8545510173,691.0925079546278,-8.535680363990641
1048596,0,8,4,64,3,1000,XSICNEFE Index  (R2),0.01,424.4732208251953,123.93537876996055,180178.74532617908,424.47466982869435,-240237.3271015721
1048596,0,8,4,64,3,1000,XSICNEFE Index  (R2),0.001,90.26299285888672,26.383812560786136,12005.752935583005,109.5707667928951,-16006.67058077734
1048596,0,8,4,64,3,1000,XSICNESE Index  (L2),0.01,77.49357604980469,13.5738040908152,6035.060297810473,77.68565052704696,-3016.5301489052363
1048596,0,8,4,64,3,1000,XSICNESE Index  (L2),0.001,190.02525329589844,33.31251359270038,42394.660627783276,205.8996372696739,-21196.330313891638
1048596,0,8,4,64,3,1000,XSICUENE Index  (R1),0.01,30.809051513671875,5.337746677711457,950.8895085770637,30.836496373243566,-562.4900791567785
1048596,0,8,4,64,3,1000,XSICUENE Index  (R1),0.001,3.3366241455078125,0.5784674515773681,13.994893812574446,3.7409749815488538,-7.293270407451523
1048596,0,8,8,32,2,500,NE,0.01,1618.7957749526367,77.57648255939873,3340466.852089636,1827.6944088357977,-3.157030853016381
1048596,0,8,8,32,2,500,NE,0.001,653.6831455195314,29.70428645035027,687485.6810240498,829.1475628765062,0.1444611446342633
1048596,0,8,8,32,2,500,SE,0.01,1312.8655010328125,271.1883907097332,2452408.320629045,1566.0167050925877,-0.5957089084488916
