seed,deleted_samples,window_size,test_size,hidden_size,n_head,num_layers,epoch_number,Target,LR,MAE,MAPE,MSE,RMSE,r2
1048596,0,8,4,32,2,2,50,XSICNESE Index  (L2),0.001,61.4759521484375,10.804209516421354,3779.2926925569773,61.4759521484375,-inf
1048596,0,8,4,32,2,2,50,XSICUENE Index  (R1),0.01,9.71966552734375,1.690376613451087,94.47189796343446,9.71966552734375,-inf
1048596,0,8,4,32,2,2,50,XSICUENE Index  (R1),0.001,3.8753662109375,0.6739767323369565,15.018463268876076,3.8753662109375,-inf
1048596,0,8,4,32,2,2,100,NE,0.01,1967.157958984375,57.31939673423767,3869710.5,1967.157958984375,-inf
1048596,0,8,4,32,2,2,100,NE,0.001,1421.48876953125,41.41959249973297,2020630.375,1421.48876953125,-inf
1048596,0,8,4,32,2,2,100,SE,0.01,877.1746826171875,79.81520891189575,769435.4375,877.1746826171875,-inf
1048596,0,8,4,32,2,2,100,SE,0.001,1285.6453857421875,116.98246002197266,1652884.0,1285.6453857421875,-inf
1048596,0,8,4,32,2,2,100,NAE,0.01,1511.824951171875,240.9282684326172,2285614.75,1511.824951171875,-inf
1048596,0,8,4,32,2,2,100,NAE,0.001,1439.9716796875,229.47754859924316,2073518.5,1439.9716796875,-inf
1048596,0,8,4,32,2,2,100,NAW,0.01,3216.842041015625,67.00928211212158,10348073.0,3216.842041015625,-inf
1048596,0,8,4,32,2,2,100,NAW,0.001,3129.240234375,65.18446803092957,9792144.0,3129.240234375,-inf
1048596,0,8,4,32,2,2,100,SAE,0.01,1169.460693359375,37.76432275772095,1367638.375,1169.460693359375,-inf
1048596,0,8,4,32,2,2,100,SAE,0.001,365.920654296875,11.816340684890747,133897.921875,365.920654296875,-inf
1048596,0,8,4,32,2,2,100,SAW,0.01,945.9144897460938,106.82756900787354,894754.25,945.9144897460938,-inf
1048596,0,8,4,32,2,2,100,SAW,0.001,800.7621459960938,90.4346764087677,641220.0,800.7621459960938,-inf
1048596,0,8,4,32,2,2,100,XSICFEUW Index  (R4),0.01,1111.98193359375,24.199824452529924,1236503.820638895,1111.98193359375,-inf
1048596,0,8,4,32,2,2,100,XSICFEUW Index  (R4),0.001,2126.5322265625,46.279264995919476,4522139.310608864,2126.5322265625,-inf
1048596,0,8,4,32,2,2,100,XSICFENE Index  (R1),0.01,1604.322998046875,31.958625459101096,2573852.2820621133,1604.322998046875,-inf
1048596,0,8,4,32,2,2,100,XSICFENE Index  (R1),0.001,1302.282470703125,25.941881886516434,1695939.6335006356,1302.282470703125,-inf
1048596,0,8,4,32,2,2,100,XSICFESE Index  (L4),0.01,1910.037841796875,34.55205936680309,3648244.557096064,1910.037841796875,-inf
1048596,0,8,4,32,2,2,100,XSICFESE Index  (L4),0.001,1244.3720703125,22.510348594654488,1548461.8493738174,1244.3720703125,-inf
1048596,0,8,4,32,2,2,100,XSICNEFE Index  (R2),0.01,2.28387451171875,0.6677995648300439,5.216082785278559,2.28387451171875,-inf
1048596,0,8,4,32,2,2,100,XSICNEFE Index  (R2),0.001,218.14404296875,63.78480788559941,47586.823482751846,218.14404296875,-inf
1048596,0,8,4,32,2,2,100,XSICNESE Index  (L2),0.01,16.51220703125,2.9019696012741654,272.65298104286194,16.51220703125,-inf
1048596,0,8,4,32,2,2,100,XSICNESE Index  (L2),0.001,32.940185546875,5.789136299978032,1085.0558238625526,32.940185546875,-inf
1048596,0,8,4,32,2,2,100,XSICUENE Index  (R1),0.01,11.3524169921875,1.974333389945652,128.87737156450748,11.3524169921875,-inf
1048596,0,8,4,32,2,2,100,XSICUENE Index  (R1),0.001,9.044677734375,1.5729874320652173,81.80619531869888,9.044677734375,-inf
1048596,0,8,4,32,2,3,50,NE,0.01,1986.9173583984375,57.895153760910034,3947840.5,1986.9173583984375,-inf
1048596,0,8,4,32,2,3,50,NE,0.001,1724.31640625,50.24343729019165,2973267.0,1724.31640625,-inf
1048596,0,8,4,32,2,3,50,SE,0.01,1727.8016357421875,157.2148084640503,2985298.5,1727.8016357421875,-inf
1048596,0,8,4,32,2,3,50,SE,0.001,1937.3475341796875,176.28164291381836,3753315.5,1937.3475341796875,-inf
1048596,0,8,4,32,2,3,50,NAE,0.01,1388.40625,221.2599515914917,1927671.875,1388.40625,-inf
1048596,0,8,4,32,2,3,50,NAE,0.001,1517.96728515625,241.90714359283447,2304224.75,1517.96728515625,-inf
1048596,0,8,4,32,2,3,50,NAW,0.01,3038.02099609375,63.2843017578125,9229572.0,3038.02099609375,-inf
1048596,0,8,4,32,2,3,50,NAW,0.001,3035.420166015625,63.23012709617615,9213776.0,3035.420166015625,-inf
1048596,0,8,4,32,2,3,50,SAE,0.01,263.479248046875,8.508294075727463,69421.3125,263.479248046875,-inf
1048596,0,8,4,32,2,3,50,SAE,0.001,343.419189453125,11.089721322059631,117936.7421875,343.419189453125,-inf
1048596,0,8,4,32,2,3,50,SAW,0.01,865.1211547851562,97.70311117172241,748434.625,865.1211547851562,-inf
1048596,0,8,4,32,2,3,50,SAW,0.001,842.1251831054688,95.106041431427,709174.8125,842.1251831054688,-inf
1048596,0,8,4,32,2,3,50,XSICFEUW Index  (R4),0.01,134.07861328125,2.9179241192872687,17977.07453942299,134.07861328125,-inf
1048596,0,8,4,32,2,3,50,XSICFEUW Index  (R4),0.001,1908.72802734375,41.53923889757889,3643242.6823675632,1908.72802734375,-inf
1048596,0,8,4,32,2,3,50,XSICFENE Index  (R1),0.01,2949.36328125,58.75225659860558,8698743.764785767,2949.36328125,-inf
1048596,0,8,4,32,2,3,50,XSICFENE Index  (R1),0.001,1354.02783203125,26.97266597671813,1833391.369915247,1354.02783203125,-inf
1048596,0,8,4,32,2,3,50,XSICFESE Index  (L4),0.01,1117.8076171875,20.22083243826881,1249493.8690423965,1117.8076171875,-inf
1048596,0,8,4,32,2,3,50,XSICFESE Index  (L4),0.001,2054.296142578125,37.161652362122375,4220132.641411364,2054.296142578125,-inf
1048596,0,8,4,32,2,3,50,XSICNEFE Index  (R2),0.01,16.0513916015625,4.693389357182018,257.64717234671116,16.0513916015625,-inf
1048596,0,8,4,32,2,3,50,XSICNEFE Index  (R2),0.001,339.435302734375,99.2500885188231,115216.3247423768,339.435302734375,-inf
1048596,0,8,4,32,2,3,50,XSICNESE Index  (L2),0.01,47.606201171875,8.366643439696835,2266.3503900170326,47.606201171875,-inf
1048596,0,8,4,32,2,3,50,XSICNESE Index  (L2),0.001,78.0543212890625,13.717806904931898,6092.477071896195,78.0543212890625,-inf
1048596,0,8,4,32,2,3,50,XSICUENE Index  (R1),0.01,4.95654296875,0.862007472826087,24.567318201065063,4.95654296875,-inf
1048596,0,8,4,32,2,3,50,XSICUENE Index  (R1),0.001,28.1417236328125,4.8942128057065215,791.9566090255976,28.1417236328125,-inf
1048596,0,8,4,32,2,3,100,NE,0.01,1922.7493896484375,56.025415658950806,3696965.25,1922.7493896484375,-inf
1048596,0,8,4,32,2,3,100,NE,0.001,1542.4429931640625,44.943979382514954,2379130.5,1542.4429931640625,-inf
1048596,0,8,4,32,2,3,100,SE,0.01,1715.1448974609375,156.0631513595581,2941722.0,1715.1448974609375,-inf
1048596,0,8,4,32,2,3,100,SE,0.001,1184.0072021484375,107.73427486419678,1401873.0,1184.0072021484375,-inf
1048596,0,8,4,32,2,3,100,NAE,0.01,1375.4388427734375,219.193434715271,1891832.0,1375.4388427734375,-inf
1048596,0,8,4,32,2,3,100,NAE,0.001,1411.340576171875,224.91483688354492,1991882.25,1411.340576171875,-inf
1048596,0,8,4,32,2,3,100,NAW,0.01,3117.407470703125,64.93798494338989,9718229.0,3117.407470703125,-inf
1048596,0,8,4,32,2,3,100,NAW,0.001,3181.42431640625,66.27150177955627,10121461.0,3181.42431640625,-inf
1048596,0,8,4,32,2,3,100,SAE,0.01,160.57080078125,5.185166001319885,25782.982421875,160.57080078125,-inf
1048596,0,8,4,32,2,3,100,SAE,0.001,563.5322265625,18.19763034582138,317568.5625,563.5322265625,-inf
1048596,0,8,4,32,2,3,100,SAW,0.01,871.5269165039062,98.42655062675476,759559.1875,871.5269165039062,-inf
1048596,0,8,4,32,2,3,100,SAW,0.001,795.0996704101562,89.79518413543701,632183.5,795.0996704101562,-inf
1048596,0,8,4,32,2,3,100,XSICFEUW Index  (R4),0.01,767.40625,16.70089771490751,588912.3525390625,767.40625,-inf
1048596,0,8,4,32,2,3,100,XSICFEUW Index  (R4),0.001,2545.089111328125,55.388228755780744,6477478.584600985,2545.089111328125,-inf
1048596,0,8,4,32,2,3,100,XSICFENE Index  (R1),0.01,373.7802734375,7.4458221800298805,139711.69281101227,373.7802734375,-inf
1048596,0,8,4,32,2,3,100,XSICFENE Index  (R1),0.001,1986.75732421875,39.57683912786354,3947204.6653368473,1986.75732421875,-inf
1048596,0,8,4,32,2,3,100,XSICFESE Index  (L4),0.01,2574.162109375,46.56588475714544,6626310.565341949,2574.162109375,-inf
1048596,0,8,4,32,2,3,100,XSICFESE Index  (L4),0.001,2639.95947265625,47.75614096700886,6969386.017267466,2639.95947265625,-inf
1048596,0,8,4,32,2,3,100,XSICNEFE Index  (R2),0.01,336.52880859375,98.40023643092105,113251.63901352882,336.52880859375,-inf
1048596,0,8,4,32,2,3,100,XSICNEFE Index  (R2),0.001,30.51312255859375,8.92196566040753,931.0506482757628,30.51312255859375,-inf
1048596,0,8,4,32,2,3,100,XSICNESE Index  (L2),0.01,4.881591796875,0.8579247446177505,23.82993847131729,4.881591796875,-inf
1048596,0,8,4,32,2,3,100,XSICNESE Index  (L2),0.001,9.772216796875,1.7174370469024605,95.49622112512589,9.772216796875,-inf
1048596,0,8,4,32,2,3,100,XSICUENE Index  (R1),0.01,7.57733154296875,1.3177967900815217,57.41595331206918,7.57733154296875,-inf
1048596,0,8,4,32,2,3,100,XSICUENE Index  (R1),0.001,53.69940185546875,9.339026409646738,2883.6257596351206,53.69940185546875,-inf
1048596,0,8,4,32,4,2,50,NE,0.01,2196.67919921875,64.00722861289978,4825399.5,2196.67919921875,-inf
1048596,0,8,4,32,4,2,50,NE,0.001,2032.2845458984375,59.217071533203125,4130180.5,2032.2845458984375,-inf
1048596,0,8,4,32,4,2,50,SE,0.01,1739.3377685546875,158.26449394226074,3025295.75,1739.3377685546875,-inf
1048596,0,8,4,32,4,2,50,SE,0.001,3009.978515625,273.8816499710083,9059971.0,3009.978515625,-inf
1048596,0,8,4,32,4,2,50,NAE,0.01,1338.1005859375,213.24312686920166,1790513.125,1338.1005859375,-inf
1048596,0,8,4,32,4,2,50,NAE,0.001,1347.667724609375,214.76776599884033,1816208.25,1347.667724609375,-inf
1048596,0,8,4,32,4,2,50,NAW,0.01,2950.00341796875,61.45082712173462,8702520.0,2950.00341796875,-inf
1048596,0,8,4,32,4,2,50,NAW,0.001,2832.029296875,58.99333953857422,8020390.0,2832.029296875,-inf
1048596,0,8,4,32,4,2,50,SAE,0.01,446.82470703125,14.428901672363281,199652.3125,446.82470703125,-inf
1048596,0,8,4,32,4,2,50,SAE,0.001,16.574951171875,0.5352397449314594,274.72900390625,16.574951171875,-inf
1048596,0,8,4,32,4,2,50,SAW,0.01,940.0896606445312,106.16973638534546,883768.5625,940.0896606445312,-inf
1048596,0,8,4,32,4,2,50,SAW,0.001,889.2212524414062,100.42487382888794,790714.4375,889.2212524414062,-inf
1048596,0,8,4,32,4,2,50,XSICFEUW Index  (R4),0.01,243.8525390625,5.306910534548423,59464.06080722809,243.8525390625,-inf
1048596,0,8,4,32,4,2,50,XSICFEUW Index  (R4),0.001,693.524658203125,15.09302847014418,480976.45153576136,693.524658203125,-inf
1048596,0,8,4,32,4,2,50,XSICFENE Index  (R1),0.01,1054.39111328125,21.0038070374751,1111740.6197664738,1054.39111328125,-inf
1048596,0,8,4,32,4,2,50,XSICFENE Index  (R1),0.001,290.0361328125,5.777612207420319,84120.95833683014,290.0361328125,-inf
1048596,0,8,4,32,4,2,50,XSICFESE Index  (L4),0.01,8.22705078125,0.14882508649149784,67.68436455726624,8.22705078125,-inf
1048596,0,8,4,32,4,2,50,XSICFESE Index  (L4),0.001,1430.7138671875,25.88122046287084,2046942.1697626114,1430.7138671875,-inf
1048596,0,8,4,32,4,2,50,XSICNEFE Index  (R2),0.01,13.676513671875,3.9989806058114037,187.0470262169838,13.676513671875,-inf
1048596,0,8,4,32,4,2,50,XSICNEFE Index  (R2),0.001,201.3763427734375,58.88197157118056,40552.43142880499,201.3763427734375,-inf
1048596,0,8,4,32,4,2,50,XSICNESE Index  (L2),0.01,29.41943359375,5.170374972539543,865.503072977066,29.41943359375,-inf
1048596,0,8,4,32,4,2,50,XSICNESE Index  (L2),0.001,22.393310546875,3.9355554563927946,501.4603572487831,22.393310546875,-inf
1048596,0,8,4,32,4,2,50,XSICUENE Index  (R1),0.01,2.05963134765625,0.35819675611413043,4.2420812882483006,2.05963134765625,-inf
1048596,0,8,4,32,4,2,50,XSICUENE Index  (R1),0.001,6.6741943359375,1.1607294497282608,44.54487003386021,6.6741943359375,-inf
1048596,0,8,4,32,4,2,100,NE,0.01,2100.61767578125,61.208170652389526,4412594.5,2100.61767578125,-inf
1048596,0,8,4,32,4,2,100,NE,0.001,2001.58740234375,58.32260847091675,4006352.25,2001.58740234375,-inf
1048596,0,8,4,32,4,2,100,SE,0.01,1749.8883056640625,159.22449827194214,3062109.0,1749.8883056640625,-inf
1048596,0,8,4,32,4,2,100,SE,0.001,2226.39697265625,202.58259773254395,4956843.5,2226.39697265625,-inf
1048596,0,8,4,32,4,2,100,NAE,0.01,1395.437255859375,222.3804473876953,1947245.125,1395.437255859375,-inf
1048596,0,8,4,32,4,2,100,NAE,0.001,1390.51025390625,221.59526348114014,1933518.75,1390.51025390625,-inf
1048596,0,8,4,32,4,2,100,NAW,0.01,3103.7998046875,64.65452313423157,9633573.0,3103.7998046875,-inf
1048596,0,8,4,32,4,2,100,NAW,0.001,3234.695556640625,67.38118529319763,10463255.0,3234.695556640625,-inf
1048596,0,8,4,32,4,2,100,SAE,0.01,247.954833984375,8.006978780031204,61481.6015625,247.954833984375,-inf
1048596,0,8,4,32,4,2,100,SAE,0.001,1356.288818359375,43.79739165306091,1839519.375,1356.288818359375,-inf
1048596,0,8,4,32,4,2,100,SAW,0.01,835.7476196289062,94.38579082489014,698474.0625,835.7476196289062,-inf
1048596,0,8,4,32,4,2,100,SAW,0.001,951.0520629882812,107.4077844619751,904500.0,951.0520629882812,-inf
1048596,0,8,4,32,4,2,100,XSICFEUW Index  (R4),0.01,916.2529296875,19.940216097660503,839519.4311609268,916.2529296875,-inf
1048596,0,8,4,32,4,2,100,XSICFEUW Index  (R4),0.001,1641.7353515625,35.72873452801959,2695294.9645700455,1641.7353515625,-inf
1048596,0,8,4,32,4,2,100,XSICFENE Index  (R1),0.01,1010.4345703125,20.128178691484063,1020978.0208826065,1010.4345703125,-inf
1048596,0,8,4,32,4,2,100,XSICFENE Index  (R1),0.001,2733.328125,54.44876743027889,7471082.638916016,2733.328125,-inf
1048596,0,8,4,32,4,2,100,XSICFESE Index  (L4),0.01,2294.6630859375,41.50982427528039,5265478.6779642105,2294.6630859375,-inf
1048596,0,8,4,32,4,2,100,XSICFESE Index  (L4),0.001,2657.50732421875,48.07357677675018,7062345.1782763,2657.50732421875,-inf
1048596,0,8,4,32,4,2,100,XSICNEFE Index  (R2),0.01,5.13836669921875,1.5024464032803362,26.402812335640192,5.13836669921875,-inf
1048596,0,8,4,32,4,2,100,XSICNEFE Index  (R2),0.001,203.0096435546875,59.359544899031434,41212.91537620127,203.0096435546875,-inf
1048596,0,8,4,32,4,2,100,XSICNESE Index  (L2),0.01,4.2933349609375,0.7545404149275045,18.432725086808205,4.2933349609375,-inf
1048596,0,8,4,32,4,2,100,XSICNESE Index  (L2),0.001,99.5496826171875,17.495550547836118,9910.139309182763,99.5496826171875,-inf
1048596,0,8,4,32,4,2,100,XSICUENE Index  (R1),0.01,2.46807861328125,0.42923106317934784,6.091412041336298,2.46807861328125,-inf
1048596,0,8,4,32,4,2,100,XSICUENE Index  (R1),0.001,46.568359375,8.098845108695652,2168.6120948791504,46.568359375,-inf
1048596,0,8,4,32,4,3,50,NE,0.01,1660.4071044921875,48.38123619556427,2756951.75,1660.4071044921875,-inf
1048596,0,8,4,32,4,3,50,NE,0.001,1437.026611328125,41.87233746051788,2065045.5,1437.026611328125,-inf
1048596,0,8,4,32,4,3,50,SE,0.01,1753.2772216796875,159.53285694122314,3073981.0,1753.2772216796875,-inf
1048596,0,8,4,32,4,3,50,SE,0.001,1943.5413818359375,176.8452286720276,3777353.0,1943.5413818359375,-inf
1048596,0,8,4,32,4,3,50,NAE,0.01,1350.8685302734375,215.27786254882812,1824845.75,1350.8685302734375,-inf
1048596,0,8,4,32,4,3,50,NAE,0.001,1676.9345703125,267.240571975708,2812109.5,1676.9345703125,-inf
1048596,0,8,4,32,4,3,50,NAW,0.01,2846.08349609375,59.286099672317505,8100191.5,2846.08349609375,-inf
1048596,0,8,4,32,4,3,50,NAW,0.001,3197.308349609375,66.60237908363342,10222781.0,3197.308349609375,-inf
1048596,0,8,4,32,4,3,50,SAE,0.01,505.677490234375,16.329380869865417,255709.71875,505.677490234375,-inf
1048596,0,8,4,32,4,3,50,SAE,0.001,773.29833984375,24.971415102481842,597990.3125,773.29833984375,-inf
1048596,0,8,4,32,4,3,50,SAW,0.01,935.5227661132812,105.65396547317505,875202.875,935.5227661132812,-inf
1048596,0,8,4,32,4,3,50,SAW,0.001,1178.192626953125,133.06007385253906,1388137.875,1178.192626953125,-inf
1048596,0,8,4,32,4,3,50,XSICFEUW Index  (R4),0.01,540.08251953125,11.753700098612622,291689.12790322304,540.08251953125,-inf
1048596,0,8,4,32,4,3,50,XSICFEUW Index  (R4),0.001,1849.84375,40.257752992383026,3421921.8994140625,1849.84375,-inf
1048596,0,8,4,32,4,3,50,XSICFENE Index  (R1),0.01,1414.828369140625,28.18383205459412,2001739.3141251206,1414.828369140625,-inf
1048596,0,8,4,32,4,3,50,XSICFENE Index  (R1),0.001,1116.896240234375,22.24892908833416,1247457.2114496827,1116.896240234375,-inf
1048596,0,8,4,32,4,3,50,XSICFESE Index  (L4),0.01,10.9619140625,0.19829801126085383,120.16355991363525,10.9619140625,-inf
1048596,0,8,4,32,4,3,50,XSICFESE Index  (L4),0.001,2425.115478515625,43.86967218733041,5881185.084136069,2425.115478515625,-inf
1048596,0,8,4,32,4,3,50,XSICNEFE Index  (R2),0.01,9.68817138671875,2.8327986510873537,93.86066481843591,9.68817138671875,-inf
1048596,0,8,4,32,4,3,50,XSICNEFE Index  (R2),0.001,461.48114013671875,134.93600588792947,212964.84270188585,461.48114013671875,-inf
1048596,0,8,4,32,4,3,50,XSICNESE Index  (L2),0.01,3.0394287109375,0.5341702479679262,9.238126888871193,3.0394287109375,-inf
1048596,0,8,4,32,4,3,50,XSICNESE Index  (L2),0.001,161.9287109375,28.458472923989454,26220.907425880432,161.9287109375,-inf
1048596,0,8,4,32,4,3,50,XSICUENE Index  (R1),0.01,14.96917724609375,2.603335173233696,224.07626742497087,14.96917724609375,-inf
1048596,0,8,4,32,4,3,50,XSICUENE Index  (R1),0.001,66.16317749023438,11.506639563519022,4377.566055604257,66.16317749023438,-inf
1048596,0,8,4,32,4,3,100,NE,0.01,1825.5037841796875,53.19185256958008,3332464.0,1825.5037841796875,-inf
1048596,0,8,4,32,4,3,100,NE,0.001,1855.0223388671875,54.051971435546875,3441108.0,1855.0223388671875,-inf
1048596,0,8,4,32,4,3,100,SE,0.01,1379.8861083984375,125.557541847229,1904085.625,1379.8861083984375,-inf
1048596,0,8,4,32,4,3,100,SE,0.001,2680.3544921875,243.8887596130371,7184300.0,2680.3544921875,-inf
1048596,0,8,4,32,4,3,100,NAE,0.01,1396.365966796875,222.52843379974365,1949837.875,1396.365966796875,-inf
1048596,0,8,4,32,4,3,100,NAE,0.001,1506.479736328125,240.07644653320312,2269481.25,1506.479736328125,-inf
1048596,0,8,4,32,4,3,100,NAW,0.01,3108.0546875,64.74315524101257,9660004.0,3108.0546875,-inf
1048596,0,8,4,32,4,3,100,NAW,0.001,3153.2177734375,65.6839370727539,9942782.0,3153.2177734375,-inf
1048596,0,8,4,32,4,3,100,SAE,0.01,176.259521484375,5.691787227988243,31067.41796875,176.259521484375,-inf
1048596,0,8,4,32,4,3,100,SAE,0.001,503.850341796875,16.27037823200226,253865.171875,503.850341796875,-inf
1048596,0,8,4,32,4,3,100,SAW,0.01,987.0697631835938,111.47546768188477,974306.6875,987.0697631835938,-inf
1048596,0,8,4,32,4,3,100,SAW,0.001,1033.587646484375,116.72899723052979,1068303.375,1033.587646484375,-inf
1048596,0,8,4,32,4,3,100,XSICFEUW Index  (R4),0.01,1127.86083984375,24.54539368539173,1272070.074053049,1127.86083984375,-inf
1048596,0,8,4,32,4,3,100,XSICFEUW Index  (R4),0.001,1935.308349609375,42.11770075319641,3745418.408067763,1935.308349609375,-inf
1048596,0,8,4,32,4,3,100,XSICFENE Index  (R1),0.01,1327.29638671875,26.440167066110558,1761715.6981966496,1327.29638671875,-inf
1048596,0,8,4,32,4,3,100,XSICFENE Index  (R1),0.001,1961.263427734375,39.0689925843501,3846554.23296839,1961.263427734375,-inf
1048596,0,8,4,32,4,3,100,XSICFESE Index  (L4),0.01,2997.9130859375,54.23142340697359,8987482.870835304,2997.9130859375,-inf
1048596,0,8,4,32,4,3,100,XSICFESE Index  (L4),0.001,2569.222900390625,46.47653582472187,6600906.311891615,2569.222900390625,-inf
1048596,0,8,4,32,4,3,100,XSICNEFE Index  (R2),0.01,21.8861083984375,6.3994469001279235,479.00174082815647,21.8861083984375,-inf
1048596,0,8,4,32,4,3,100,XSICNEFE Index  (R2),0.001,469.824462890625,137.37557394462718,220735.02593046427,469.824462890625,-inf
1048596,0,8,4,32,4,3,100,XSICNESE Index  (L2),0.01,14.4124755859375,2.5329482576340068,207.71945251524448,14.4124755859375,-inf
1048596,0,8,4,32,4,3,100,XSICNESE Index  (L2),0.001,63.2476806640625,11.11558535396529,4000.2691093832254,63.2476806640625,-inf
1048596,0,8,4,32,4,3,100,XSICUENE Index  (R1),0.01,0.6358642578125,0.11058508831521738,0.40432335436344147,0.6358642578125,-inf
1048596,0,8,4,32,4,3,100,XSICUENE Index  (R1),0.001,7.00830078125,1.218834918478261,49.11627984046936,7.00830078125,-inf
1048596,0,8,4,64,2,2,50,NE,0.01,2057.624267578125,59.955424070358276,4233817.5,2057.624267578125,-inf
1048596,0,8,4,64,2,2,50,NE,0.001,1741.1080322265625,50.7327139377594,3031457.25,1741.1080322265625,-inf
1048596,0,8,4,64,2,2,50,SE,0.01,1292.6138916015625,117.61653423309326,1670850.625,1292.6138916015625,-inf
1048596,0,8,4,64,2,2,50,SE,0.001,1640.3323974609375,149.2558717727661,2690690.25,1640.3323974609375,-inf
1048596,0,8,4,64,2,2,50,NAE,0.01,1060.4412841796875,168.99462938308716,1124535.75,1060.4412841796875,-inf
1048596,0,8,4,64,2,2,50,NAE,0.001,1758.50732421875,280.24020195007324,3092348.0,1758.50732421875,-inf
1048596,0,8,4,64,2,2,50,NAW,0.01,3006.072265625,62.618786096572876,9036470.0,3006.072265625,-inf
1048596,0,8,4,64,2,2,50,NAW,0.001,3172.385009765625,66.08320474624634,10064027.0,3172.385009765625,-inf
1048596,0,8,4,64,2,2,50,SAE,0.01,206.345947265625,6.663341075181961,42578.6484375,206.345947265625,-inf
1048596,0,8,4,64,2,2,50,SAE,0.001,82.330810546875,2.658633515238762,6778.3623046875,82.330810546875,-inf
1048596,0,8,4,64,2,2,50,SAW,0.01,953.0447387695312,107.63282775878906,908294.25,953.0447387695312,-inf
1048596,0,8,4,64,2,2,50,SAW,0.001,615.0570678710938,69.4619357585907,378295.1875,615.0570678710938,-inf
1048596,0,8,4,64,2,2,50,XSICFEUW Index  (R4),0.01,289.61767578125,6.302887394586507,83878.39812493324,289.61767578125,-inf
1048596,0,8,4,64,2,2,50,XSICFEUW Index  (R4),0.001,2442.09912109375,53.14687967559848,5963848.117246866,2442.09912109375,-inf
1048596,0,8,4,64,2,2,50,XSICFENE Index  (R1),0.01,96.763671875,1.927563184760956,9363.208194732666,96.763671875,-inf
1048596,0,8,4,64,2,2,50,XSICFENE Index  (R1),0.001,437.25634765625,8.710285809885459,191193.11356568336,437.25634765625,-inf
1048596,0,8,4,64,2,2,50,XSICFESE Index  (L4),0.01,3686.8232421875,66.6936187081675,13592665.61913395,3686.8232421875,-inf
1048596,0,8,4,64,2,2,50,XSICFESE Index  (L4),0.001,2074.778076171875,37.532164909042606,4304704.065363467,2074.778076171875,-inf
1048596,0,8,4,64,2,2,50,XSICNEFE Index  (R2),0.01,4.95660400390625,1.4492994163468567,24.56792325153947,4.95660400390625,-inf
1048596,0,8,4,64,2,2,50,XSICNEFE Index  (R2),0.001,9.4361572265625,2.7591103001644735,89.04106320440769,9.4361572265625,-inf
