trial_index,window_size,batch_size,hidden_size,num_layers,epoch_number,lr,mae,mape,mse,rmse,r2,runtime_s,started_at
26,43,64,241,10,395,0.00024412257027833637,762.8660674322917,20.033588527979987,730790.0867888172,854.8626128149582,-0.0017349553919701055,26.667763,2025-11-09T20:28:50
27,43,64,253,10,594,0.00017721081403564666,763.63226209375,20.076936089081695,730484.1178126745,854.683636097401,-0.001315546557328684,41.187241,2025-11-09T20:29:17
28,43,32,237,1,734,0.011208156724112014,670.0823527311198,16.74182672720216,669520.6474076782,818.2424135961654,0.08225050121848965,12.961073,2025-11-09T20:29:59
29,43,32,273,1,878,0.014333305627874516,876.8972324674479,22.000881351811476,1015442.9398218709,1007.6918873454678,-0.39192458465778746,14.655659,2025-11-09T20:30:13
30,43,64,235,2,924,0.02915431328477155,2390.4585018577477,58.933298404923974,6455520.535632142,2540.7716417718734,-7.848944030164651,15.785696,2025-11-09T20:30:29
31,43,32,213,1,524,0.005709366925384222,575.602152046875,15.178542971997762,433578.10307775764,658.4664783250228,0.4056701786226544,8.873988,2025-11-09T20:30:46
32,43,32,287,1,629,0.039762568541334274,661.0457502382814,15.731978170493802,645180.8392572958,803.2314979240392,0.11561444125072251,10.249416,2025-11-09T20:30:55
33,43,32,243,1,571,0.013010963011924372,772.5699039960938,19.103200284240327,865938.9750488588,930.5584210832003,-0.18699111581327332,9.781323,2025-11-09T20:31:06
34,43,64,222,2,517,0.0029964009710012106,707.6425743229166,19.02823545538985,620425.760358546,787.6710991007262,0.14954761618653678,8.99231,2025-11-09T20:31:17
35,43,64,225,10,430,0.00014874585854279546,762.80413709375,20.030084811145322,730816.66408978,854.8781574527331,-0.00177138638888108,29.32448,2025-11-09T20:31:26
36,43,64,270,1,741,0.02319562824144307,673.5845785247396,16.246244052438577,671107.8923459852,819.2117506151784,0.08007477556728693,8.373306,2025-11-09T20:31:56
37,43,64,193,1,546,0.004991723024896088,625.2661293229168,17.33472545035294,510349.6733225258,714.3876211991119,0.3004350818625937,5.482779,2025-11-09T20:32:06
38,43,32,199,2,532,0.007946560176217267,1896.133911810547,45.81344370140991,4312823.608745911,2076.733880097763,-4.911829187919729,13.379218,2025-11-09T20:32:13
39,43,32,259,10,495,6.474527018439105e-05,805.950865609375,22.471116502895867,779223.1691235891,882.7361831960833,-0.06812489752338102,55.864723,2025-11-09T20:32:28
40,43,16,170,5,763,1e-05,922.0281273541668,22.220353852767786,1265844.6053163884,1125.0975981293304,-0.7351641903240749,55.676577,2025-11-09T20:33:24
41,42,32,62,7,50,0.05625734468144364,799.0327340989584,22.079722326660477,762438.8557207547,873.1774480142938,-0.0451176978612271,0.801314,2025-11-09T20:34:21
42,42,64,73,7,50,0.01774945899186086,764.169127328125,20.107309308475,730294.9127241928,854.572941722468,-0.001056192531738498,0.471128,2025-11-09T20:34:23
43,43,32,264,1,680,0.014003797751126442,817.4803135585938,19.902961217060287,1009519.5930308085,1004.748522283466,-0.3838051210241342,10.581301,2025-11-09T20:34:24
44,42,32,85,7,50,0.013812869539200032,792.7311797369792,21.723463247334873,750070.5624184519,866.066142057552,-0.028163784605644615,0.756888,2025-11-09T20:34:35
45,43,16,138,6,857,1e-05,1151.2872458483073,27.574744478825657,1978945.8038588467,1406.7500857859745,-1.7126519945864205,71.246935,2025-11-09T20:34:37
46,43,64,245,1,673,0.010643232192488897,624.0987898561199,15.911859050713502,555545.749390972,745.3494142957194,0.23848228575494712,6.468178,2025-11-09T20:35:49
47,43,64,284,10,320,2.635069033525351e-05,765.7333363125,20.1891588154394,730348.8240563587,854.6044839903186,-0.0011300918181389452,21.926245,2025-11-09T20:35:57
48,43,32,212,10,443,2.1598194468638664e-05,1783.8417466901044,42.76751011336168,3913807.1380327283,1978.3344353351201,-4.364874934275017,46.986648,2025-11-09T20:36:20
49,42,64,106,8,50,0.04577307107864057,752.9215808177083,19.37166471413829,742701.3499835371,861.8012241715238,-0.018062391848388426,0.618087,2025-11-09T20:37:08
50,43,64,299,10,473,7.552514977977085e-05,764.3233428229167,20.11603406984385,730244.3999383682,854.5433868086326,-0.0009869518234015828,33.453192,2025-11-09T20:37:10
51,42,64,82,7,50,0.04614294336998581,1095.5397307317708,24.443615601564858,1919726.8884302403,1385.5420919013036,-1.6314773061531076,0.475241,2025-11-09T20:37:44
52,43,64,237,1,647,0.005731976887786458,568.9834755143229,15.258961541849672,411431.54177813703,641.4292960086381,0.4360277121970966,6.945975,2025-11-09T20:37:45
53,43,32,227,1,591,0.001961010766852643,624.9522594746094,16.95959421195933,501989.26159535744,708.5120052584554,0.31189516707717835,10.89615,2025-11-09T20:37:54
54,43,32,386,10,570,7.147470979309775e-05,805.081969125,22.421958573009206,776925.888178947,881.4339953615058,-0.06497588569877366,66.24947,2025-11-09T20:38:07
55,43,32,291,1,704,0.06722323677765561,875.7029164739583,25.806004111050466,1007882.6859814705,1003.9336063612327,-0.381561320732241,11.801793,2025-11-09T20:39:15
56,43,64,295,1,629,0.008917489435376397,639.9121684342448,17.763322102963297,601982.21807259,775.8751304640392,0.17482921392998174,7.038341,2025-11-09T20:39:29
57,42,32,48,8,50,0.021563728446250673,797.9565622239584,22.018837765002587,760137.6354500517,871.8587244789443,-0.04196328618146672,0.844377,2025-11-09T20:39:37
58,43,16,105,4,986,1e-05,1409.2164052434898,40.11160288507581,2313161.454315661,1520.9081018640347,-2.1707801298116647,19.208197,2025-11-09T20:39:38
59,43,64,189,10,548,0.0011054995410562157,760.124693734375,19.87849495992134,732230.9755153524,855.7049582159451,-0.003710062375896106,61.573468,2025-11-09T20:39:59
60,43,64,206,1,842,0.02151678294876774,632.982053688151,17.62409113652538,561817.3573947466,749.5447667716363,0.229885440946196,8.734558,2025-11-09T20:41:03
61,42,64,57,8,94,0.009959950264440569,769.5727731614584,20.413021263562992,729546.1442791001,854.1347342656778,-2.981363237530843e-05,0.957983,2025-11-09T20:41:13
62,43,64,187,1,658,0.008513417400707674,613.2751008808594,16.49675064250959,514477.42442355695,717.2708166540424,0.2947769419400479,6.361961,2025-11-09T20:41:17
63,43,64,308,1,858,0.02730863489997188,723.9205668873698,16.922226517618064,792938.0995627135,890.4707179703965,-0.08692472182314681,9.914063,2025-11-09T20:41:25
64,43,64,257,10,389,2.7595858465054295e-05,765.360757373698,20.174652562397853,729960.8804139998,854.3774812189281,-0.0005983157112945392,26.574126,2025-11-09T20:41:38
65,43,16,227,5,680,1e-05,1023.137299404948,25.217109460439012,1472454.9015234404,1213.4475273053386,-1.0183765102447508,66.915888,2025-11-09T20:42:07
66,42,64,512,4,1000,1e-05,1685.8014716341143,50.4737794003863,3817235.7041051425,1953.7747321800286,-4.232499053968988,30.403141,2025-11-09T20:43:16
67,43,64,271,10,525,0.0003110493897435383,763.1355173020834,20.048832688873,730677.6672816555,854.7968573185418,-0.0015808556689063114,37.112125,2025-11-09T20:43:49
68,43,16,32,5,748,1e-05,1177.0567255214844,31.156248428122197,1727361.3688015442,1314.2912039580665,-1.367791100349537,16.367332,2025-11-09T20:44:29
69,43,16,424,5,803,1e-05,1046.8240533190103,26.716368707291004,1448659.8585790163,1203.6028658070802,-0.985759310431296,81.190139,2025-11-09T20:44:48
70,42,16,512,10,1000,1e-05,1108.5125978177084,26.071719332985126,1833380.627893567,1354.0238653338304,-1.5131176444518353,198.002508,2025-11-09T20:46:10
71,42,64,78,7,81,0.013765772214490065,767.1404204596355,20.275160145338663,729638.7040546023,854.1889159047911,-0.00015669050749966829,0.72355,2025-11-09T20:49:30
72,42,16,512,9,1000,1e-05,1105.724701748698,28.416504342208988,1638632.3976390082,1280.0907771087986,-1.2461653235686274,177.968814,2025-11-09T20:49:33
73,42,16,281,10,1000,1e-05,1845.998891872396,44.38187557054521,4152699.1739095375,2037.817257241075,-4.692337645152904,194.624548,2025-11-09T20:52:33
74,43,32,262,10,534,0.0002686203197931601,804.8689971197917,22.40990965453834,776371.1048162937,881.1192341654413,-0.06421541303078526,61.582014,2025-11-09T20:55:49
75,43,16,259,5,776,1e-05,899.2335716901043,21.0502932019283,1284801.412243133,1133.490808186433,-0.7611493486950371,80.350812,2025-11-09T20:56:53
76,43,32,233,1,534,0.0036525509916907955,667.9955259401042,17.51345687988831,532183.289183993,729.5089370144776,0.2705065201505181,9.006696,2025-11-09T20:58:15
77,43,64,251,1,873,0.025825822114301553,936.9986594641928,24.946092410672968,1274036.175492882,1128.732109711105,-0.7463928349563487,9.567256,2025-11-09T20:58:27
78,43,32,210,1,601,0.006015498346120864,557.978462561198,14.973421679980547,408367.52874141437,639.0364064287843,0.44022772669941257,10.263792,2025-11-09T20:58:39
79,42,16,512,10,50,1e-05,849.4595693059896,24.572336899961854,904615.3963139137,951.1127148313777,-0.24000705545322476,11.201979,2025-11-09T20:58:51
80,42,64,37,8,1000,0.1,772.1429229010417,20.55842781424957,729927.7841992344,854.3581123856871,-0.0005529488736473187,9.811395,2025-11-09T20:59:04
81,42,32,512,10,50,9.447132511926082e-05,807.3280018398438,22.549048658997155,782978.3007920809,884.8606109394185,-0.07327226709287915,6.382621,2025-11-09T20:59:15
82,43,32,192,1,604,0.006083626097134077,579.7241066126302,15.030155444374682,500810.7713746065,707.6798509033633,0.3135105897136583,8.150461,2025-11-09T20:59:24
83,43,32,191,1,599,0.006383332214701142,598.3019557220052,14.261489581130418,562008.9212137114,749.6725426569333,0.22962285367645274,8.393134,2025-11-09T20:59:34
84,42,32,512,10,50,1.0157055285856808e-05,816.0799549648438,23.042442228078894,809925.8441512948,899.958801363315,-0.110210776020226,6.139412,2025-11-09T20:59:44
85,42,64,186,8,1000,0.1,1308.1726589622397,30.07818215167175,2440837.9322310355,1562.318127729124,-2.345793438313373,86.25568,2025-11-09T20:59:52
86,43,32,175,1,610,0.006263433675567685,568.6282352897136,14.275901920464163,471123.3645884478,686.3842688964016,0.35420478309456815,7.463024,2025-11-09T21:01:21
87,42,64,32,7,1000,0.1,763.80999646875,20.086991434110494,730419.1817806028,854.6456469090583,-0.001226535096491066,8.968078,2025-11-09T21:01:30
88,42,16,304,1,50,1e-05,694.4786569505209,18.434570976624965,579173.9614877669,761.0347965026086,0.20609377034037668,1.582982,2025-11-09T21:01:41
89,42,16,263,1,64,1e-05,725.1075646100262,18.040316732914754,697511.4008131688,835.1714798849209,0.0438820057764604,2.231869,2025-11-09T21:01:44
90,42,32,425,9,50,4.1581508802979004e-05,1913.6963202578127,46.247852269017734,4389572.959372181,2095.1307738115493,-5.017033827002615,5.485787,2025-11-09T21:01:48
91,42,16,512,9,1000,0.0011514073791544673,847.5533803411458,24.48824945882535,898519.730312233,947.9028063637289,-0.23165138421374531,180.860892,2025-11-09T21:01:56
92,42,16,512,8,1000,0.0009129531550456534,847.4552358098958,24.483771787892575,898197.1142149573,947.7326174691665,-0.2312091562365799,163.054079,2025-11-09T21:04:59
93,42,32,32,8,1000,0.049121978869305936,799.1074411302084,22.08394888652148,762601.6999127115,873.2706910876556,-0.045340917527605606,16.334124,2025-11-09T21:07:44
94,42,32,32,7,1000,0.1,792.7666208177084,21.725216165246845,750210.5288191987,866.1469441262254,-0.028355644400602564,14.587603,2025-11-09T21:08:03
95,42,32,274,1,63,1e-05,775.39389228125,20.299542228905132,766094.4124112952,875.2681945616985,-0.05012857442418417,1.167915,2025-11-09T21:08:20
96,42,64,32,7,1000,0.019167644630234452,776.6591175625,20.81393210562921,731750.5102943316,855.4241698095346,-0.0030514617524783905,9.679397,2025-11-09T21:08:24
97,43,64,32,7,1000,0.0645186582465066,759.4628285,19.841049849518775,732659.9468449705,855.9555752753588,-0.004298077434540026,9.35021,2025-11-09T21:08:36
98,43,64,32,8,1000,0.02583431760418956,764.3772165208334,20.119081981203312,730227.1573623443,854.5332979833754,-0.0009633164574649467,9.553319,2025-11-09T21:08:48
99,43,16,224,1,50,1e-05,728.1931751796875,20.72449237344959,649390.4143617526,805.8476371881676,0.10984414057791014,1.452592,2025-11-09T21:09:00
100,43,32,32,8,1000,0.1,791.0591012864584,21.628613029077325,747368.4474073593,864.5047411132915,-0.024459844022658883,16.051372,2025-11-09T21:09:04
101,42,16,285,1,130,1e-05,1097.872233750651,25.43588296601414,1739957.052236458,1319.074316419078,-1.3850567100121531,4.014901,2025-11-09T21:09:22
102,42,16,123,1,50,1e-05,750.962075733073,21.05462299118023,691037.75411365,831.2868061708004,0.05275579635599792,0.71891,2025-11-09T21:09:28
103,43,32,32,7,1000,0.012887212104970014,807.2753285,22.54604816056239,782829.5058204393,884.7765287463492,-0.07306830548068088,14.425027,2025-11-09T21:09:31
104,42,16,250,2,50,1e-05,710.4053958274741,16.881257261633305,752667.7291283775,867.5642507205893,-0.03172386666661642,2.316038,2025-11-09T21:09:48
105,42,32,225,2,50,1e-05,749.3942860195313,19.65380126004589,688845.9754740227,829.9674544667536,0.055760190254448005,1.635363,2025-11-09T21:09:52
106,43,16,295,2,50,1e-05,1075.9909267845053,24.18744957973882,1821772.513040783,1349.7305334920682,-1.497205750428567,2.506932,2025-11-09T21:09:55
107,42,16,129,2,50,1e-05,793.6856475104167,22.180843013662876,744798.4663457345,863.0170718738619,-0.020937026854411345,1.833385,2025-11-09T21:10:00
108,42,16,275,2,50,3.113538969028806e-05,1020.367133343099,22.498496950638533,1779934.0019240736,1334.1416723587017,-1.439855356895828,2.638347,2025-11-09T21:10:04
109,43,64,155,1,50,1e-05,760.5276492454428,18.017498788096155,871115.2859670784,933.3355698606362,-0.19408657548151043,0.542176,2025-11-09T21:10:09
110,43,64,328,1,50,1e-05,716.6205142356772,18.251737328225946,665306.3208749808,815.6631172702249,0.08802731494045624,0.67108,2025-11-09T21:10:11
111,43,64,215,1,50,5.30794263226826e-05,944.3144491894532,21.076033782971905,1441649.338652985,1200.6870277690955,-0.9761495976117966,0.520348,2025-11-09T21:10:14
112,43,32,183,1,624,0.005220365327302763,596.2227229453125,15.505748778677273,532488.478080031,729.7180812341373,0.27008818061542383,7.902059,2025-11-09T21:10:16
113,42,64,232,2,50,1e-05,1098.266490342448,24.55428157389146,1909562.795241899,1381.8693119256607,-1.617544813607454,0.836284,2025-11-09T21:10:25
114,43,64,363,10,367,0.00024742569292839306,761.3277373541667,19.946557306789803,731532.0214074928,855.2964523529212,-0.0027519667822155647,26.033417,2025-11-09T21:10:28
115,43,32,252,1,50,1e-05,740.0251162864585,18.83220774685261,706598.031409686,840.5938563953974,0.03142645163058744,0.801665,2025-11-09T21:10:55
116,42,64,374,10,368,5.9869086765397085e-05,775.8118682135417,20.765978889155125,731296.0483928194,855.1584931419552,-0.0024285053374029086,25.173583,2025-11-09T21:10:58
117,42,64,302,10,484,0.00033886227534343576,774.6252633958334,20.69886654566597,730747.8974196754,854.8379363479813,-0.0016771240576658464,33.883297,2025-11-09T21:11:24
118,43,32,85,1,50,1e-05,1029.404836295573,22.907454946896973,1765933.9794370485,1328.8844868674812,-1.4206647409377613,0.351622,2025-11-09T21:12:00
119,43,64,32,8,50,0.04366153435569562,761.72405896875,19.968979252893394,731324.5823074015,855.1751763863364,-0.002467618374330627,0.506782,2025-11-09T21:12:02
120,43,32,414,1,50,1e-05,731.4459129986981,18.81618732267579,676171.5170658323,822.2964897564821,0.07313378119071212,0.88358,2025-11-09T21:12:04
121,42,16,434,2,50,1e-05,1350.9313157819013,31.507272770637186,2499079.4515071507,1580.8477002884088,-2.4256283550271234,2.498945,2025-11-09T21:12:07
122,42,32,208,8,50,0.020163180469437325,773.9300322760417,20.65953375602265,730473.4792976439,854.6774124180678,-0.0013009637481578018,4.796395,2025-11-09T21:12:11
123,43,64,32,7,879,0.053666193303015135,762.278014046875,20.00031933238562,731053.5868971329,855.0167173202714,-0.0020961497677851604,7.939158,2025-11-09T21:12:17
124,43,32,177,1,637,0.0053001814854940306,582.2418768020834,15.366606646571427,495924.7075256003,704.2192183728021,0.32020819144678225,8.193553,2025-11-09T21:12:27
125,43,64,279,1,156,1e-05,766.0542917949218,16.96335140361195,1023795.319099579,1011.8277121622925,-0.40337365934342917,1.75978,2025-11-09T21:12:37
126,43,64,32,8,815,0.1,756.7379255312502,18.956796504142904,776372.0829859566,881.1197892375114,-0.0642167538627989,8.114775,2025-11-09T21:12:41
127,43,64,150,9,50,0.009911915807873987,752.9218249583333,19.399159874498462,741488.2265753197,861.0971063563735,-0.01639949555958453,3.890446,2025-11-09T21:12:50
128,43,64,32,8,446,0.1,752.9218249583333,19.37497564271636,742552.2331075567,861.7147051707756,-0.01785798898386015,4.77254,2025-11-09T21:12:56
129,43,64,82,9,301,0.06548553633531591,773.5134789166668,18.38056813380094,904039.3810809393,950.8098553764256,-0.2392174790698829,3.21872,2025-11-09T21:13:02
130,43,32,32,9,50,0.1,758.692564828125,19.797472083631607,733198.8861068599,856.2703347114508,-0.00503683170505842,0.812179,2025-11-09T21:13:07
131,42,64,32,9,367,0.1,752.9218249583333,19.16666727147761,753593.2828453932,868.0975076829752,-0.03299257505249731,3.619792,2025-11-09T21:13:08
132,42,64,124,10,50,0.034564989601549384,776.2607526796877,18.286201226970615,932670.3837277554,965.7486131120021,-0.27846360005280735,0.727146,2025-11-09T21:13:14
133,43,64,104,10,181,0.03298261600775704,765.2578636822918,18.66414266653794,831082.9470839108,911.6375085986265,-0.13921200352121144,2.377527,2025-11-09T21:13:15
134,42,64,97,9,50,0.1,1736.6727810325522,41.51559800610363,3745559.8848006637,1935.3449007349216,-4.134248988797532,0.678708,2025-11-09T21:13:19
135,43,64,32,10,299,0.01509612781024976,760.93011365625,19.92406169515486,731751.5069253078,855.4247523454695,-0.003052827890449583,3.559264,2025-11-09T21:13:21
136,43,64,32,9,519,0.0217168884065543,763.4326364427084,20.065642242307135,730559.763824965,854.7278887604903,-0.0014192387886784452,5.394473,2025-11-09T21:13:26
137,43,64,207,10,178,0.004952895050676246,759.4904977708334,19.842615242059882,732641.3819833286,855.9447306826116,-0.004272629537551698,12.498717,2025-11-09T21:13:33
138,42,64,163,10,241,0.002366406636542767,772.1584665208334,20.559307196530018,729931.539138813,854.3603099037391,-0.0005580959799085239,25.37825,2025-11-09T21:13:47
139,43,64,32,9,589,0.09367103061419117,752.9218249583333,19.386153624910442,742054.8153279303,861.4260359008952,-0.01717615053764532,6.240215,2025-11-09T21:14:14
140,42,64,146,10,342,0.055006125130649064,805.68014228125,18.521905815087546,1051690.8364323617,1025.5197884157876,-0.4416116093596645,28.270566,2025-11-09T21:14:22
141,43,32,129,10,462,0.08398842178749114,1044.7399936809895,23.18714021674167,1788146.3490247459,1337.215894694924,-1.4511124816232641,43.921101,2025-11-09T21:14:52
142,42,64,32,8,574,0.07170284964810594,768.55511365625,20.355447046719988,729526.4747130265,854.1232198652759,-2.851455069396991e-06,6.096558,2025-11-09T21:15:37
143,43,64,281,10,342,0.008573145261574948,759.3189482916667,19.832909808304986,732757.372698201,856.012483961654,-0.0044316245153013245,23.795068,2025-11-09T21:15:45
144,42,64,69,10,316,0.01081038069759719,771.8598825364584,20.54241476937312,729862.4513195492,854.3198764628793,-0.0004633934315303456,3.87095,2025-11-09T21:16:10
145,43,32,189,1,648,0.004629657013116584,513.6753597330729,12.839550807038624,418934.3471937869,647.2513786727587,0.42574319604912025,8.96897,2025-11-09T21:16:16
146,43,64,242,10,52,0.0010457781968550269,758.3458037604167,19.77785403181489,733455.4526849989,856.4201379492421,-0.005388521902220722,3.328113,2025-11-09T21:16:26
147,43,32,179,1,660,0.004438443781932091,632.9452924257813,16.04082642075232,508221.2051495919,712.8963495134421,0.3033526925538337,9.095421,2025-11-09T21:16:32
148,43,64,185,10,50,0.037653439568982455,856.9120830559896,19.384115253646918,1203689.870378032,1097.1280100234576,-0.6499652094450872,5.901681,2025-11-09T21:16:42
149,43,32,186,1,651,0.004218656813698971,606.2033540546876,16.286560930388475,497628.9254801168,705.4281859127241,0.3178721243222987,8.886118,2025-11-09T21:16:50
150,42,64,32,10,637,0.1,764.1311227708334,20.105159195778825,730307.6239824068,854.580378889199,-0.0010736165662323938,7.34431,2025-11-09T21:17:00
151,42,64,301,10,50,0.0027462072553384553,763.954771859375,20.095182120377082,730367.9683509577,854.6156845921784,-0.0011563339763769331,3.893642,2025-11-09T21:17:09
152,43,64,148,10,50,0.0015987018940618212,757.8541045416667,19.750036085540167,733834.0999215897,856.641173375171,-0.005907554904327261,4.856888,2025-11-09T21:17:15
153,43,32,317,10,50,0.008223367463238963,797.8490367311198,18.418347519330105,1025573.4849330285,1012.7060209819177,-0.40581109097263623,5.823852,2025-11-09T21:17:21
154,43,32,188,10,50,0.012990526440983988,776.44280896875,20.801694419234273,731629.7249451125,855.3535672136479,-0.0028858945005418857,8.126479,2025-11-09T21:17:28
155,43,64,317,10,291,0.0006516877454189207,760.831236703125,19.91846771886824,731807.8536452278,855.4576866480468,-0.00313006549942374,21.368706,2025-11-09T21:17:38
156,42,64,220,10,317,0.02901513056105477,753.3264265078127,19.073979077947442,760326.4978916555,871.9670279842327,-0.042222170521765356,21.390873,2025-11-09T21:18:01
157,43,32,182,1,621,0.00322121345834106,576.4027645709635,14.17095057870059,464754.02590761613,681.7287040367422,0.3629355928231941,7.731753,2025-11-09T21:18:24
158,43,32,178,1,633,0.002970658351197404,667.1869456796875,19.198879527377667,612050.7749482783,782.3367401242756,0.1610276783658522,7.967677,2025-11-09T21:18:33
159,43,64,394,10,50,0.003164810447098432,752.9218249583333,19.45360850547449,739258.5884014879,859.8014819721399,-0.013343205474400266,3.667028,2025-11-09T21:18:42
160,43,64,504,10,291,0.00037258995027837985,759.0450225104167,19.81741242214796,732946.976656115,856.1232251586888,-0.004691525293591292,22.534996,2025-11-09T21:18:47
161,43,64,32,10,50,0.1,752.9218249583333,19.388688888515052,741943.3436216383,861.3613316266515,-0.017023350018387395,0.565036,2025-11-09T21:19:11
162,43,32,188,1,595,0.0035620074516132146,676.1861618092448,15.606466695762563,732923.614061454,856.1095806387486,-0.004659500874891975,7.873743,2025-11-09T21:19:13
163,42,64,326,10,50,0.056573499036237956,1415.5274258079428,32.943662737937416,2733243.085457416,1653.2522752010402,-2.7466095802108423,3.652002,2025-11-09T21:19:22
164,42,32,47,10,50,0.025421421293084848,801.7396025885417,22.232863758138436,768595.7050680872,876.695902276318,-0.053557236543813946,1.012171,2025-11-09T21:19:28
165,43,64,187,9,389,0.005747404465817245,761.5703317552084,19.960282116098796,731403.7022638636,855.2214346377572,-0.0025760725357786285,39.302994,2025-11-09T21:19:31
166,43,64,34,9,50,0.007822508957066291,755.5886423020834,19.621867269188666,735803.549615753,857.7899216100368,-0.008607190048802726,0.536305,2025-11-09T21:20:11
167,42,64,280,10,678,0.0019366567717199383,772.25530896875,20.564786070423917,729955.3256032531,854.3742304185287,-0.0005907014206847361,46.116379,2025-11-09T21:20:13
168,43,64,373,10,50,0.00015222738178182708,759.1277861822917,19.82208067931647,732884.6309080325,856.0868127170471,-0.004606064480283445,3.411291,2025-11-09T21:21:00
169,43,64,32,9,1000,0.1,752.9218249583333,19.37403546179058,742594.5123662674,861.739236872888,-0.017915943534837497,11.160804,2025-11-09T21:21:06
170,43,64,479,10,465,6.315319712524443e-05,763.384947640625,20.06294424222157,730578.2595767934,854.738708364605,-0.0014445919529697537,35.399331,2025-11-09T21:21:19
171,43,32,354,10,50,0.0072660946265748465,753.0948663072917,19.47246014400737,738709.8399261056,859.4823092572095,-0.0125910051648368,5.598425,2025-11-09T21:21:55
